stemmed_review,label
proses bayar cepat selesai pokok puas deh belanja shopee,positif
tinggal shope gilir karna kirim yg super,negatif
luv,positif
puas belanja shopee ga udh member platinum hee,positif
shopee kirim,negatif
,positif
percaya tp kemarin tipu jual dshopee yg beli dentova yg kotak kosong astagfirullah saran baik jual spt dblock aza ya shopee tdk korban yg salah khilaf mohon maaf,positif
shopee belanja baik akurat,positif
paket udah pakai jasa kirim spx jasa kirim jnt gak badal jnt jasa kirim cepat,positif
ok and good,positif
ok,positif
jelek bgt,negatif
mudah transaksi,positif
,positif
dear shopee dark mode aplikasi kaya udah fitur shopee terang banget kek cahaya ilahi bikin silap mata pakai malem malem dark mode enak ngurangin capek mata ngirit baterai pake hp oled tolong cepat tambahin fitur simpel guna thanks,negatif
ok,positif
gamenya si seru malesnya suruh bayar mulu kalah hadeuuh,netral
tas unik suka lucu,positif
good,positif
barang nya sesuai bagus bangget,positif
biaya layan mahal beli capai up,negatif
ok,positif
knpa top up shopee pay ga ka nge leg aja ga buka,positif
rakyat,positif
kirim nya daerah,positif
dirkon yg murah,positif
mudah cari barang gaada offline store harga harga nya jangkau,positif
mantab,positif
ok,positif
suka deh belanja,positif
bagus recommended,positif
alhamdulillah,positif
mudah cari yg,positif
barang sesuai yg iklan,positif
bantu,positif
,positif
the best,positif
rekomendasi shopee,positif
tdk download,netral
hehe not bad,positif
oke,positif
bang dapet barang,positif
ok,positif
toko baik dn aman,positif
puas belanja shopee,positif
aplikasi budak modern mitra driver shopefood spx,negatif
bantu belanja,positif
keluar jnt shopee hancur toko online besar nomor indonesia angin segar toko online belah,netral
keren,positif
terimakasih cipta shoope,positif
suka bepanja shopee krn yg harga murah drpd toko kadang sesuai expektasi bbrp seller amanah promosi dagang tp yg amanah koq,positif
puas belanja shopee,positif
kirim cepat suka,positif
shopee in the best,positif
good,positif
good,positif
amanah gratis ongkir,positif
mantap kirim cepat y kk,positif
ok,positif
belanja online aman nyaman,positif
shopee bantu konsumen barang yg butuh mudah harga jangkau,positif
suka belanja suka karna gak belanja vocer discount sebab gak,negatif
baguss,positif
amazing prepect,positif
good,positif
shopee percaya aman bantu mudah belanja online butuh belanja bijak belanja shopee shopeelive shopeevideo voucher diskon harga gratis ongkir hemat kirim cepat terima kasih shopee,positif
aplikasi baik belanja online kecewa kirim cepat jual amanah kurir ramah minus spinjam ngajuin langsung acc minggu jatuh tempo langsung lunas pinjam tolak aneh bayar sesuai seblum jatuh tempo limit spaylater ga bayar aman minus nya misi kredit skore ga ubah belanja misi ga ubah,positif
kirim cepat,positif
bagus,positif
bagus mudah mageran malas belanja hehe pokok langgan belanja shopee,positif
cepet murah,positif
tolong spx kirim tolong update cepat,netral
ku kasih bintang habis duit,positif
kirim banget barang sampe gak sesuai estimasi sortir nya hari kurir nganter barang gak sampe hari kalo kaya gin seller buyer bener bener rugi tolong baik kirim nya,negatif
bagus,positif
keren,positif
top dah shopee,positif
jaga amanah pesan,positif
suka beli barang barang shopee,positif
bagus puas belanja shope barang sesui,positif
bantu pasu,positif
barang sungguh mantap mantap tap mar mantap guritap mantap tap,positif
suport konsumen,positif
tgl kirim udh serah jasa kirim tgl blom proses payah,netral
shopee is good,positif
shopee sdh bagus nggak akses tunanetra yaaa guna shopee tunanetra mohon baik tolong kerja jnt terimakasih moga saran terima,positif
moga selernya slalu amanah biar langgan shoppe tdk kabur toko belah free ongkirnya tingkat lg org blanja nyarinya free ongkir full,positif
shopee is the bast,positif
mantaf belanja dishopee,positif
bikin iklan jebak tanda silang pojok kanan tipu kali udah gitu tambah tanda baterai lemah maksud ken laku aplikasi murahin barang barang iklan kebut barang barang mahal pecat aja bikin desain iklan iklan penuh jebak,positif
bagus,positif
aplikasi bagus,positif
suka banget belanja shopee,positif
cocok beli,positif
mall baik,positif
adain bayar pakai dana gopay macam pls,positif
emang shopee mantap pelayananan nya banding aplikasi kurir aktif hubung langgan hubung toko toko yg gabung shopee amanah jaga percaya toko sophee sukses maju shopee saran sy terima produk toko yg tdk original ut gabung shopee,positif
gantung pesan bagus ori,positif
shofeepay bantu terimakasih,positif
aplikasi ngebug gajelas,negatif
mantap,positif
wilayah pakai kurir spx kecewa jarang antar rumah kalo kurir spt jnt bagus aja,positif
mantap,positif
limit spaylater pakai shopee tahun bayar belanja malas pakai kalah aplikasi belah cepet naik,negatif
akun spaylater mas beku udah thun udah lunas,negatif
keren pkok nya,positif
bagus doang gw buka barang shop ga sinyal gw aman aja gw rating klo g bug ni apk,negatif
belanja shopee puas bgt cashback voucher ongkir,positif
minus nya klo bayar langsung proses klo cod proses cepet wkwk,positif
mudah belanja harga jg murce,positif
shoope error gimanaa mesen barang halaman muat,negatif
bagus sesuai,positif
,positif
gajelas,negatif
dlu yaaa,negatif
gabisa cod,positif
tolong baik antar nya suka telat bgt,positif
bagus banget ok poko na bagus de,positif
emang belanja shopee harga jangkau tapi sayang nya nggak bonus belanja terus nggak bonus gratis ongkir,netral
oke,positif
belanja cepat layan,positif
shooping santai,positif
shopee no depan suka banget dah pkok nya aolikasi inj,positif
muas,positif
shopee ya barang fi shopee seringkali sesuai iklan,positif
sagat memuwaskan,positif
bikin abis duet nie aplikasi tpi sukakk luvv,positif
cs gak becus kerja retur maret april tdk nanganin ujung nya suruh ambil gudang peak,negatif
shopee keren,positif
mantapp diskon mulu penegiriman cepat,positif
ok,positif
aplikasi inih bikin hp sayah rusak banget iklan aplikasi inih bikin rusak bikin ngebleng ngekris,negatif
mantap,positif
mantabbb,netral
mmbantu,positif
tolol anking,positif
keren,positif
berat geser gerak video animasi ram imbang ilah tengah bawa lihat luar app isi konten nya video teks lancar mohon maaf terima kasih,positif
shopee suka,positif
shopee ok mantab,positif
paya gak ngasi pinjam undur dasar jelek,negatif
tolong baik ongkos driver kasi udah gtu pake instan brasa pake samday driver bikin titik antar aplikasi driver instan nya niat hati sen instan buru driver nganter titik harga kirim mahal antar kaya samday,negatif
harga murah kirim cepat barang sesuai iklan,positif
kangen sopi yamg suka dapet sopipay koin,netral
puas belanja shopee,positif
lot x aplikasi y jaring udah pull,negatif
ok,positif
nyaman shoping keranjang orens shopee voucher gratis ongkir kurir spx udh langgan candu cek out mulu apk nyala suami cari uang,positif
aplikasi shopee yg lindung konsumen jual yg nakal,positif
bagus mantap diskon koin koin nya,positif
kirim spx sampah telat estimasi alas kirim tunda foto bukti paket area rumah kurir wa telpon nomor telpon tera,negatif
bantu shopee kali kecewa olshop barang sesuai pes tolong perhati lapor konsumen rugi olshop amanah,positif
manfaat,positif
mudah cari barang,positif
bagus percaya,positif
aman aja layan shopee,positif
bagus cod kirim tdk lambat tp sayang msh aja oknum yg atas nama admin shoope tipu dg alas pakai spaylater penting tagih beban aq shoope tindak cari oknum tsb aq foto nama shoope tagih tdk beban konsumen shoope,positif
cepat aman murahh,positif
barang shopee mantap,positif
cok iklan mu lo pencet silang mlebu aplikasi gatel,negatif
shoppe emang the best,positif
sesuai butuh slalu sedia,positif
puas belanja shopee live,positif
saran coba saring teliti jual yg amana dgn sesuai barang yg jual bru beli was was tipu,positif
terkadang bagus cepat kadang ya gitu kurir kali barang telat estimasi yg tentu contohmya kaya skrng ku ngalamin,positif
aplikasi ok harga murah toko olshop layan bagus fitur lengkap dukung ekspedisi handal bintang shopee,positif
bagus,positif
bagus layan,positif
good job,positif
layan shopee keren,positif
ok,positif
bikin susah cari driver lapaaarrrrrrrr,negatif
mantab min kalo banyakin gratis ongkirnya biar cekout,positif
bagus,positif
gratis ongkir minimal belanja,positif
ok,positif
apk berat maksa banget nonton video,negatif
iklan jengkel,negatif
bantu,positif
,positif
shopee is the best,positif
suka shopee promo diskon,positif
kenapaa gabisa bayar pake danaa bgtt pake spay yaa kalo saldo dana tf spay tf nya pake ktp ribett kadang suka diisiin dana ayah ribet minn tolong bgt tambahin opsi danaaaa,positif
update sih versi susah banget buka kali update ok akun shopee punya gak buka,negatif
kyk nya kirim nya cpet pake jnt deh,positif
kecewa pesan batal,negatif
shopee berattt aplikasi yg lemott jaring gua yg disalahinn,negatif
apk gj pktku btlin ak g pke sistem cod krna pkt yg btlin dri shopee apkny yg btlin akun ku jga yg kna imbasny,negatif
shopee harga discount nya murah,positif
shopeefood,negatif
bagus,positif
coba gk bayar cod,negatif
layan bagus barang,positif
shope mantap,positif
kapitalis sistem nya bikin driver sengsara,negatif
harga murah pelatanan prima,positif
pokok nya yes,positif
bagus,positif
mantab moga sukses amanah,positif
good luck,netral
belanja shopee pokok baik deh,positif
,positif
aplikasi jahat pro manja buyer problematik seller gencet mati mati bijak brutal,negatif
shpoee bantu kirim cepat,positif
kacamata cowok umur th suwaji,positif
aplikasi bagus,positif
puas pake shopee gratis bonus,positif
puas,positif
aman,positif
bagus,positif
please add dark mode,netral
mantap,positif
terimakasih shopee patner belanja baik,positif
,positif
senang,positif
jelek,negatif
sih notifikasi shoppe delay banget masak beli nanya notifikasi nya menit langgan gak beli karna lambat respon notifnya serba lambat buka apk kadang lelet lelet jaring ok ok aja mohon tingkat ya dah topup iklan kek gin gak enak baik ya depan biar notifikasi gak delay sumpah bikin rugi bangt,netral
belanja dishopi muas,positif
baguss,positif
mantap,positif
tambahin bayar via dana ga relate bngt,negatif
shopee tolong kondisi buka shopee langsung live video berisik buka shopee langsung belanja lihat orang livestreaming,netral
jelek bngt daftar spaylatter susah,negatif
hei min akun log out login gk ganggu ganti password susah dapet sistem ganggu benerin akun log out,negatif
aplikasi bagus jasa kirim kadang eror pagi sore via chat tau kirim jadwal ulang bilang bayar titip rekan tuju ya inti komunikasi mas kirim,positif
rulesnya pihak seller fitur blokir buyer hilang hapus rating ga tuju buyer,negatif
ok,positif
ga tau bintang,positif
belanja shopee tuh murah gratis ongkir,positif
apikasi bantu kadang kalo ga daerah dekat cari shopee apalagi diskon vouchernyaa kaum dang mending pasti cocok sii hehehe,positif
bagus layan,positif
pokonyh puas belanja shopee,positif
mantab,positif
aplikasi bagus kawan suka bingung sen kopi shopee ribu ribu bingung kawan gapapa aplikasi bagus,positif
bgus,positif
mantab,positif
puas banget,positif
shopee beli barang belanja online non cod non cash on delivery bayar beli jual milik rekening perban milik investasi janji kerjasama bisnis buku transaksi selesai selesai sistematis berat beli jual kurir bayar beda cod non cod non cod uang negara terkonve,positif
order tanggal kirim chat jual kemarin kemarin usaha kirim kirim aju batal tolak jual chat cs shopee solusi suruh nunggu haduh peepee rugi nih batal otomatis duit,negatif
kirim,negatif
barang palsu gak sesuai,negatif
pop up livenya maksa bgt tolong org udah pencet tombol x tetep masuk video risih sm po up live yg maksa nonton pdhl fokus lihat detail produk ganggu mulu,negatif
mudah cepat,positif
mantap bagus bgt apk cuman tinggal klik dh selesai lgi,positif
bagussss produk murah murah kualitas cs nya ramah ramah baguss deh poko,positif
guna,positif
shopeefood nyari driver nya banget ya udah coba toko cari driver mulu,netral
ongkir jangkau kalo gratis ongkir,positif
shopee oke bnget,positif
sukses shope,positif
bantu apl shopie nya mudah belanja online nya,positif
harga bagus service bagus kirim lambat dibatalin ga tolak ga bener lazada aja,positif
mantap,positif
mantap juwaa,positif
bagus,positif
bagus,positif
perkara barang cancel cod lgsung ngk aktif lgi jdi puas belanja,netral
aplikasi berat load tarif tf gede plus layan shopee foodnya jelek bgt x nyoba order ga ketemu driver gtu hapus aja fiturnya,negatif
,positif
good,positif
tolong fitur shopee premium biar beli barang yg blokir,netral
cihuyy,positif
kembang update,positif
shopee cepat,positif
puas pokok pesan sesuai deskripsi,positif
mantap,positif
muncul event diskon tanggal,negatif
shopee pngirimn kilat number one,positif
tarik tampil bagus lihat,positif
suka,positif
mudah belanja,positif
semi profesional,negatif
ok,positif
gampang pesan seuatu aplikasi,positif
bnyak jual jual barang rusak cari barang sesuai,negatif
jos,positif
kerenkoh kosaya tidabisa donlotya,positif
mudah murah belanja aplikasi gratis ongkir rp aplikasi belah ubah ongkir nya mahal,positif
goddd keren,positif
kasih bintang mesan shopee food kali cari driver nya mohon defoloper baik,netral
bagus,positif
paaraaaahhhh gedegg jelek spx express pengirimanx lambatt payah spx,negatif
puas bgt,positif
bagus banget,positif
tolong jual memory hp palsu tolong shopee toko toko jual memori hp palsu blokir terima kasih,negatif
bantu mudah cari barang yg,positif
mantap gratis ongkir nya,positif
shopee kakean atur,negatif
kecewa karna paylater beku mesti yg tanggung yg percaya,negatif
udah gila shopee putus kerja j t gw yg pulau nusa lembongan kena dampak tau nggak expedisi yg tuh lot gw pake shopee express bulan paket gw nyampe gak cuman pulau expedisi yg andelin jnt fix pindah market place yg bye bye shopee,negatif
gk tau knp shopeefood sring kena cari driver trus pdhal sebeleh aman aj lngsung dpet susah ampun dtengah kota kocak nunggu jam dibatalin otomatis trus bodoh uninstal aj,negatif
,positif
ok,positif
apk mutu seller gak jujur beli barang barang sesuai cs nya lelet,negatif
gk pernh nolak pket tpi gk cod mna pembyrn fia tf trszz,negatif
good,positif
mantap oke joss niaaan,positif
suka shopee yg jujurly sy suka pakai kirim j t banding spx j t dalam cod so bad,negatif
aplikasi bodoh tolong mati notif nya banyak notifikasi menggangu tolong baik devoloper nya sering ngirim notif,negatif
is the best,positif
shopee ok pokok moga sukses depan,positif
bagus,positif
suka baja shope udah kirim salah,netral
bgus,positif
bantu,positif
insyaallah puas,positif
sukaa bgt belanja apk gk ribet mudah erti,positif
puas,positif
kekmana nya shopee co barang jasa kirim gak,negatif
belanja pakai apk kasi diskon,positif
semenjak mobil gua tabrak tukang kurir shopee gua males belanja,negatif
mohon bantu tdk tambah kartu rekening,positif
belanja shopee murah ongkir kadang gratis ongkir asyik lg barang cek bayar is the best pokok,positif
pas mesan makan shopeefood cancel mulu alas driver kali pes x pes cancel,negatif
belanja enak gampang harga sdkit dibwah pasar pko e mantap,positif
terimasih shopee pelosok bantu wujud cita,positif
cinta gwe bgt,positif
simple mudah,positif
okeh,positif
,netral
aplikasi belanja online manfaat belanja mudah capek capek toko barang kendala belanja aplikasi moga shopee depan terimakasih shopee,positif
muas,positif
good job,positif
shopee bantu layan,positif
bantu,positif
bagus,positif
kecewa saldo jual juta tarik udah jual shopee kali kek gin koncet,negatif
bgt sampek nya udah ngga jnt,netral
ya,negatif
good,positif
bagus banget,positif
shopee bagus bantu cari butuh hidup,positif
bagus,positif
bagus,positif
proses nyiapin barang nya nympe nya mnding toko online sblh sat set libur kirim,negatif
kak klo buka aplikasi gambar nya gak muncul ya jd kalo belanja suka kesel karna gambar gak muncul tolong baik ya akak,positif
klu beli baju shopee gk usa baju pesan ukur xl yg dtang m parah,negatif
barang tawar bagus jangkau,positif
senang pakai shopee toko dishopee ranjasolshop jual skincare batrisyia,positif
penuh butuh,positif
shopee bantu cari barang jual beli barang shopee mantap,positif
aplikasi shopee bantu order cepat langsung anter seller nya kurir ramah,positif
gambar foto komentar beli zoom alas kasih bintang calon beli kadang detail barang beli gambar beli gambar si jual gambar jual manipulasi besar zoom gambar,negatif
sopee tingkat layan awas,positif
kecewa shopee lg ekspedisi j t jnt yg bagus,positif
kecewa banget ma shopeefoddnya ni bayar pake shopeepay pake paylater tp gila jam makan ga makan enak jdi ngga napsu dluan gara layan banget,negatif
apk bagus,positif
shoppe knp sih kalo hujan susah bgt dapet driver batalinnya hrs nunggu menit,negatif
no udah bener email udah bener verifikasi pas udah selesai verifikasi gamasuk no nya,negatif
belanja shopee gak nyeselnya,positif
kurir nya antar pagi sampe tuh paket ga nyampe nyampe,netral
semenjak pindah jnt antar undur undur mulu,negatif
lelet mending tiktokshop,negatif
sampe andal,positif
,positif
puas belanja aplikasi shopee,positif
tolong kk developer disable permanen fitur menu video sy yg start up apk shopee sdh dialgoritma dicoding auto nyala gt kk ku langsung auto buka video tiktok shopee knp maksa start up mode video aktif dg volume suara ngagetin sgt ganggu bikin gak nyaman boros pulsa data nb please serta tombol or menu utk disablenya utk kendala fatal yg vital atas edisi terbit upgrade apk versi tolong ya,netral
shopee kesini buka kurang jual amanah jujur tipu tambah pengirimanya buruk lot saran beli barang hati cek toko lihat rating ulas sekian moga manfaat,negatif
kirim nya lambat sesuai tanggal estimasi tentu,negatif
sedia metode bayar qris ecommerce saing sedia metode bayar qris verifikasi bayar transfer seabank pin sidik jari,negatif
manfaat,positif
kabar baca shopee april j t expres jasa kirim putus hubung kerjasama j t expres andal spx expres j t cargo ninja expres kirim paket tuju alih toko online,negatif
aman percaya,positif
sesuai harap produk jangkau,positif
pokok shoope keren,positif
bener,positif
shopee mantap,positif
neng aja belanja shopee,positif
shopee ok,positif
pilih moga sukses sesuai bagus,positif
aplikasi berat boros quota internet promo gimmick diskon habis hoax,negatif
produk nya keren banget udah kali cek out,positif
bagus bgt apk nya barang murah udh gtu gratis ongkir pokok nya the best dehh apknya,positif
mantap,positif
aman,positif
mmbntu mudah belanja,positif
terima kasih shopee aplikasi yg bantu belanja,positif
oke,positif
aplikasi nya mantul,positif
shopee emang mantap,positif
shopee food nya masalah emng ga driver ya mesen makan status nya cari driver trus udah jugaa tetep batalin udah mesen resto beda tetep,positif
slalu update trus stiapau buka aplikasi loadingnya co suka lot,negatif
gooddd,positif
ok banget,positif
cari driver udah kay nyari adil indonesia susah banget udah nungguin jam pesan batal kali ga nemu driver,negatif
ndang donlod sopi soale lek tuku barang karek ngenteni terno,positif
gk buka shoopepay,negatif
pesan sy sdh terima cepat,positif
puas shopee hilang kirim jnt kecewa shope putus kerja jnt kirim spx akurat kali paket hilang status kirim kurir kunjung informasi paket kembang shopee aplikasi moga spx depan kembang kirim bagus,positif
,positif
mudah belanja,positif
ongkir nya gratis murah riah sukaaaaa banget shopee udah belanja gratis ongkir,positif
bagus,positif
tolong lahhh shopee kurir amanah langsung nonaktif aja akun nya alas nya alamat lengkap trus kirim lokasi tahan kadang kasih kurir males belanja kur nya ngak amanah,positif
oke gan,positif
okkk,positif
belanja nudah,positif
mantappp,positif
good aplikasi,positif
,negatif
bantu,positif
kmrin tipu salah lapak dr shopee barang pesan sesuai barang yg rugika pesan hp infinix smart pro yg hp hd screen ram gb trnyata gb memory trnyata cm gb,negatif
okk,positif
coba spx hrga nya jd mhl bngt udh kena ongkir kena ongkir dr hrga rban jd rban g jls bngt,netral
slamat fine aja gak yg kecewa slama sy ngorder thank u for u shopee,positif
kapasitas video upload aju klaim kirim video aju google drive timbang tim kait investigasi kirim barang elektronik kendara motor roda,negatif
mantap,positif
muas,positif
shopee lancar trusss,positif
trima kasih selershopi orang nya,positif
gua suka shoppe murah riah barang nyaa,positif
return barang mudah,positif
ok bagus mantappp tingkat terusss,positif
iyaa si cicil biaya layan k gila shopee beli hp juta juta aja bunga wkwk,negatif
mantap harga bagus kirim oke kualitas mantap,positif
bantu banget,positif
bagus,positif
keren banget,positif
mantap,positif
msntap,positif
mantap,positif
mantap ongkir murah,positif
mantaps,positif
gak j t pagi pindah aplikasi belah,negatif
gampang belanja aja,positif
belanja online shope food dah saran gofood grab food karna shoppe food jajah drivernya kejam drivernya nasib driver shoppe miris lihat aja tuh grup facebook driver shopee keluar unek unek nya,netral
tolong iklan shopeenya nggak pencet masuk aplikasi,negatif
jasa kirim jnt shopee henti belanja shopee dah kirim barang via spx kemas barang penyok kadang retak kadang dah gk bentuk alias ancur karyawan spx gk niat kerja kah,negatif
aman,positif
bagus ngen lot,positif
mantap,positif
aplikasi bantu allhamdulillah,positif
layan bagus,positif
,positif
ok banget murah jangkau,positif
apk plerrr gj bet sen dateng,negatif
aplikasi bagus barang murah banget,positif
mantaf,netral
belanja pas kantong ajib,positif
aplikasi jual top ku moga aja produk ku laku keras pesan beludak moga shopee erti mula,positif
baguss,positif
bagus,positif
woe napa je en te express diputusin admin gaada nyaman kecuali je en te,negatif
like,positif
shopee baik,positif
bantu,positif
kerenn,positif
mudah belanja harga saing,positif
paket nya nya,negatif
min bayar tulis saldo cukup ya saldo udah,positif
bagus bagus cuman kirim,positif
senang belanja rumah,positif
alhamdulillah belanja online bantu kadang kendala diseller yg amanah mesan yg bgni ga tau tdk sesuai mesan seller biar yg langgan inti amanah sukses shopee,positif
shopee top markotop,positif
kerennn,positif
woy paket gw hilang kocak udah terima kaga nerima,negatif
senang banget belanja puas,positif
suka cuman minus ya kurir ya toko ya bales ya,positif
tipu n ribet,negatif
bagus,positif
muas,positif
moga manfaat,positif
pesan konsumen barang kek tong sampah coba seleksi barang jual konsumen uang konsumen aja perentara bertangung,netral
shopee is the best,positif
mantap shopee is the best,positif
bagus,positif
,positif
shopee sdg gali kubur nya j t yg udh ga pesan instan tp kurir bawa bbrpa barang sameday pesan food k prioritas kurir bawa pesan rating akun stuck gold pdhl blnja puluh jt platinum tp ulang gold gitu system ancur pindah belah shopee tdk sehat korupt dark system basi suruh email system udh mau nya,negatif
shopie ok bantu,positif
terimakasih,positif
kecewa bijak pilih expedisi sori kalo sdh sisa bintang nya,negatif
moga sukses,positif
aplikasi mantap,positif
gratis ongkir hemat,positif
kirim semenjak ngandelin shopee spx doang mas mending jnt,negatif
,positif
lihat depan aja,positif
bug nya bikin ilfilll suka banget belanja ya gt bug nya banget bikin lot,positif
suka banget aplikasi belanja rumah mudah promo cocok dompet ajar,positif
siip,netral
buruk buruk j t express hapus da fitur kirim sih barang ngk nih,negatif
bagus,positif
bagus,positif
voucher nya tolong unlimited ya,positif
bagus,positif
guna shopee shopeefood driver puas fitur promo yg moga depan kembang,positif
emang ga bikin hemat aplikasi bawa ken co mulu,positif
lumayan lot banyak updet,netral
mudah belanja,positif
ok,positif
bagus spaylater saldo nya,positif
barang lengkap update,positif
kecewa masak kurir nya nggak nelpon karna nomor pakai nomor telepon whatsapp bilang daftar kek gin barang langsung returr,negatif
bagus bagus produk nya,positif
shopee muas,positif
mantap belanja,positif
mantap,positif
bagus,positif
bantu,positif
shopi ok,positif
easy pay,positif
enak sih pakai aplikasi online kadang kadang ad yg sesuai gambar expetasi yg bayang kadang yg sesuai kadang ad yg,positif
,positif
bagus,positif
mantap,positif
kali update fitur,negatif
good,positif
bagus banget produk sesuai murah mantap,positif
neng belanja dishopee barang sesuai deskripsi ongkirnya puas deh pokok,positif
oke,negatif
barang nya bagus bagus murah gratis ongkir nya semangat belanja enak belanja shopee aja kurir nya ramah,positif
tolol j t pecat milih spx layan nya super super lambat kecewa berat,negatif
siaapp,positif
aplikasi bagus,positif
bantu,positif
bagus,positif
bagus,positif
mnatapppp,positif
shopee bantu makasih shopee,positif
alhamdulillah slama pke aplikasi brang nya sesuai trima kasih,positif
apas shopee food suka bgt driver nyoba order device cepet bgt gilir device ampun udah langgan shopee food,negatif
aplikasi mudah bantu butuh ku,positif
belanja ga ribet ga login hkhkhhkhk,positif
diskon nya,positif
aplikasi bagus,positif
murah,positif
mantap,positif
cek out,negatif
bagus suka,positif
bantu belanja,positif
aplikasi bagus,positif
kak shipee yg kaya milih kurir yaa,negatif
semangat belanja,positif
shoppe keren abis,positif
sy susah belanja butuh alat tukang bahan bantu lem spare part mebel semenjak shopee gampang termakasih shopee,positif
,negatif
belanja mudah promo diskon,positif
ok bgt,positif
puas banget keren,positif
keren,positif
mudah smw nya berblnja maksih shope,positif
kemas nya gak bagus pecah,negatif
kurir ramah ngirim coba tambahin fitur kontak kurir kek dilazada,negatif
sangatvbagus,positif
,positif
aplikasi sempurna mantap,positif
kirim cepat aman,positif
transaksi cek out batal shopee,positif
bagus belanja belanja,positif
min udah pake spaylater limit juta limit extra juta pas merchant erafone dekat beli ip limit limit extra kurang total juta pas bayar beli ip merchant dekat gagal beku kecewa malu toko merchant dekat co gagal tolong cerah nya,netral
kecewa si udh bener pake j t pake spx udah datengnya salah rumah mas kurir ga deh beli barang dishopee,negatif
trbantu shopie hrga yg murah jg tdak brang yg sy inginkn d tmpat sy tp mlalui shopie trsedia trmakasih shopie,positif
mohon maaf tolong baik ui aplikasi hp bagus jaring stabil lelet ngelek masuk aplikasi shoope nya scroll banget kadang tolong berat ni aplikasi size nya gak,netral
suka shopee tp kirim barang,positif
mantap,positif
shopee baik produk cod cek mantap jaga jual nakal rusak nama shopee,positif
iklan notifikasi iklan menggangu aplikasi shoppe,negatif
bagus,positif
mantul,positif
shopee mantap,positif
mantul,positif
top markotop pokok,positif
yg gua ga suka belanja tuh susah nyari cod opsi udah cod gambar tera cod check out ga biaya layan sampe sekian gila kali blum ongkir barang yg gua cari banyak ga beda sma marketplace yg,negatif
j t iku shopee kirim,negatif
kecewa dgn shoppe dana kembali dana kembali transfer no rek potong saldo dana kembali hadee,negatif
senang,positif
,positif
terpecaya,positif
kurir daerah surabaya profesional kirim paket cod pas terima tempat hubung terima undur terima paket tempat tinggal ongkos cod tinggal kurir aja yg otak utk konfirmasi terima kirim undur capek lu bolak,negatif
,positif
mantap transfer bank gratis,positif
mantap,positif
terimakasih pesan,positif
mantaaaf,positif
aplikasi guna beli produk jual indonesia,positif
mantap,positif
cepat,positif
topppp,positif
aplikasi bgs bgtttt,positif
moga bagus dn jaya,positif
puas dg layan shopee,positif
kadang sesuai kadang nggaa tapi bagus i like shopee,positif
mantap,positif
kirim nya banget nyampe,negatif
guna,positif
kirim barang tanggal undur tanggal,netral
good apk,positif
shoppe mantul,positif
good apk,positif
oke,positif
bantu mudah,positif
barang drop gera kecewa bagus kurir j t salah shopee lepas kerjasama j t lihat nya bagus pegang j t kirim,negatif
suka banget shopee,positif
udah bener kirim jnt putusin kirim biasany kirim lokasi jam pagi jam siang udh nyampe jam pagi sampe jam malem blom dateng dateng gajelas bngt,negatif
dapet draivernya,negatif
gacor leee,positif
bagus,positif
layan shopee istimewa,positif
sangaaat puasss,positif
lepas j t shoppe kirim skrng lambat skrng rangin bintang nya,netral
bagus sesuai si yg ga sesuai,positif
shopee amanah,positif
mantap,positif
aplikasi hebat utk transaksi,positif
aneh tetiba blokir sisa saldo shopee ga cari duit yg halal bad bgt neh shopee,negatif
bagus belanja,positif
mjd moto inspirasi keren,positif
shopee batu shopee tunggu rumah aja,positif
kesan,positif
k tangan buruk,negatif
mudah belanja hemat,positif
joss gandos,positif
sangar jelek,positif
mudah cari barang barang yg beli belanja oke,positif
cod,positif
keren,positif
suka bnget scuma jasa kirim nya kadang yg,positif
bagus,positif
ok,positif
iklan,negatif
tolong shopee tindak lanjut toko jual sen tanggal sampe tanggal kemas chat balas batal pesan toko nya tolak gimana udah bayar sopeepay sen toko saldo nunggu kembali saldo nya gimana,negatif
jujurr belanja shopee puasa gk kecewa trima kasih shopee trima kasih semuanyaa,positif
sukses slalu shopee,positif
tolong dihimbau seller nya make bot suruh bot nya urusin ulang kali jadi balas bot respon seller lambat tp rate apps krna make bot tolong kasih hukum seller mampang etalase produk ga sesuai nyata nya simpel kondisi stok barang nya udh capek co stock nya kosong kosong ya muncul etalase nya anj,negatif
wow,positif
maaf cuman tulis doang bingung nulis,positif
semangatt,positif
bagus,negatif
matap,positif
muas,positif
tahan goyah,positif
layan nya respon cepat,positif
turunin reting nya karna shope nya turun rating karna kecewa pake jasa kirim nya sicepat bego kali kirim sicepat bikin kecewa tolong shope putus bisnis sicepat sicepat xxxx sigesit xxxx silemot,negatif
suka pemberitahuan estimasi,positif
alhamdulillah paket nya dah dtng barang bagus skali,positif
baik belanja gratis ongkir,positif
shopee tuh kadang suka ga udah diskon ga alas udah pakai belanja aneh sih klo ga niat ya ga kasih diskon klo pajang doang,negatif
oke banget,positif
bismillah,positif
respon cepat,positif
kesini sistem monopoli driver antar dapet ongkir ga customernya suruh bayar embel pesan prioritas,negatif
mantep aplikasi nya bagus,positif
shopee mantap,positif
bagus,positif
user seller sedih banget pas tau driver dpt order anter ongkos klo disatuin order dpt ongkos yg jauh aja mending klo bgtu jarang mah tenaga hitung dzolim banget sih platform,negatif
shopee oke,positif
bagus lengkap cepat suka shoppe,positif
