username,rating,review,date
DESI NINASARI,5,pelayanan Shopee istimewa,2025-04-05 18:43:53
Putri Nabilla,5,sangaaat2 puasss,2025-04-05 18:43:53
sadan ahmad,3,terlepas j&t tidak bersama shoppe lagi pengiriman yang skrng sangat lambat biasa datang 2/3 hari skrng lebih dari 3 hari saya kurangin bintang nya,2025-04-05 18:43:20
Nabila Bila,5,bagus selalu sesuai tapi ada si yg beberapa ga sesuai,2025-04-05 18:43:08
Kar Yono,5,shopee amanah,2025-04-05 18:42:41
Rachmat Hidayat,5,mantap,2025-04-05 18:42:06
Budi Anti,5,aplikasi terhebat utk semua transaksi,2025-04-05 18:41:35
Queen Arsen,1,aneh...tetiba di blokir... sisa saldo di shopee pun ga bisa di gunakan... cari duit yg halal lah... bad bgt neh shopee 👎🏻,2025-04-05 18:41:24
Ratna Aja,5,sangat bagus untuk belanja,2025-04-05 18:40:37
listya uli,5,"""mjd lebih baik"" moto inspirasi terkeren",2025-04-05 18:39:15
didi suadi,5,shopee dapat membatu.lewat shopee bisa tunggu dirumah aja.,2025-04-05 18:39:15
Fifiyana Lailatul,5,sangat mengesankan,2025-04-05 18:37:40
Irwan Nurrahman,1,makin k sini penanganan buruk 😖👎👎👎,2025-04-05 18:37:32
Nani Sukaesih,4,mempermudah kita dalam berbelanja dan menghemat waktu,2025-04-05 18:37:26
sule rose,5,Joss Gandos,2025-04-05 18:37:15
Zahra Fauziah,5,sangar jelek. 😊,2025-04-05 18:37:11
giri kristono,5,mempermudah mencari barang barang yg akan kita beli /belanja .Oke 👍👍👍👍👍,2025-04-05 18:35:30
rapah,5,kenapa tidak bisa cod,2025-04-05 18:34:24
Moh Hafid,5,lebih keren lagi,2025-04-05 18:34:14
Sari Dewi,5,"suka bnget,scuma jasa pengiriman nya kadang ada yg lama",2025-04-05 18:34:05
Genji Ms,5,bagus sekali,2025-04-05 18:33:47
M Zen,5,ok,2025-04-05 18:33:35
Brownies Cokelat,2,Selalu ada iklan,2025-04-05 18:33:27
Kiki Ariswan,1,"Tolong pihak shopee Tindak lanjuti Toko (Penjual) yang tidak baik. masa saya pesen tanggal 2 sampe tanggal 6 masih di kemas terus. Di chat malah tidak balas ,di batalkan pesanan tidak bisa toko nya menolak. terus gimana maka udah bayar lewat sopeepay pula. mau pesen di toko lain saldo tidak cukup karena nunggu pengembalian saldo nya gimana? .",2025-04-05 18:32:14
Chindy Auliaputri,5,"jujurr,selama saya belanja di shopee sangat puasa,GK mengecewakan,trima kasih Shopee,trima kasih Semuanyaa",2025-04-05 18:31:03
Slamet,5,sukses slalu shopee,2025-04-05 18:30:31
KangZERO,1,"tolong dihimbau kalau seller nya make bot, suruh bot nya di urusin. Berulang kali kejadian dibalas cuma sama bot, respon seller lambat tp di rate apps 100% dijawab (krna make bot). Tolong kasih hukuman ke seller2 yang mampang etalase produk ga sesuai dengan kenyataan nya, paling simpel itu kondisi stok barang nya, udh capek2 CO malah stock nya kosong, KALAU KOSONG YA JANGAN DI MUNCULKAN ETALASE NYA ANJ",2025-04-05 18:30:19
Fauzan Abdulhafizh,5,wow,2025-04-05 18:29:15
Abdullah Hisyam Hisyam,5,maaf cuman tulis ini doang soalnya bingung mau nulis apa 🙏,2025-04-05 18:29:09
Yusuf Setiawan,5,semangatt,2025-04-05 18:27:57
Yongki Nhewa,1,baik dan bagus,2025-04-05 18:26:50
Dadi Ansyah,5,matap✨✨✨✨✨✨✨,2025-04-05 18:26:17
Siti Hanafiyah,5,memuaskan,2025-04-05 18:26:13
Rizki Cr95,5,pertahankan jangan sampai goyah 👍💪🔥,2025-04-05 18:24:24
Taufik Virgoun86,5,PELAYANAN NYA SANGAT BAIK RESPON CEPAT,2025-04-05 18:24:24
Andri Hadiat,2,saya turunin reting nya bukan karna untuk shope nya. saya turun rating karna kekecewaan pake jasa kirim nya SICEPAT bego dari dulu tiap kali dikirim lewat sicepat bikin kecewa. tolong buat pihak shope putuskan berbisnis dengan SICEPAT. SICEPAT... XXXX SIGESIT XXXX SILEMOT. ✓✓✓✓✓✓✓✓✓✓,2025-04-05 18:24:04
Aliep Tjioe,5,kami suka dengan pemberitahuan/estimasi 👍,2025-04-05 18:23:53
Rif'atin Muyassaroh,5,Alhamdulillah paket nya dah dtng dan barangnya bagus skali,2025-04-05 18:22:57
kaboel cb,5,"terbaik,kapan lagi belanja. gratis ongkir",2025-04-05 18:22:23
Elsa,2,"shopee tuh kadang suka ga jelas, udah ada diskon tapi ga bisa digunakan dengan alasan udah dipakai, padahal belum belanja. aneh sih klo ga niat ya ga usah kasih diskon, percuma klo buat pajangan doang.",2025-04-05 18:21:52
Graha Yudi,5,oke banget,2025-04-05 18:21:52
fikran Pratama,5,bismillah,2025-04-05 18:21:33
Ismaya Algian,5,respon cepat,2025-04-05 18:20:50
roony chiboo,1,"makin kesini sistem monopolinya makin jelas, driver pengantar dapet ongkir ga seberapa, customernya suruh bayar lebih buat embel2 pesanan diprioritaskan!!!",2025-04-05 18:20:50
Crbb,5,mantep aplikasi nya bagus,2025-04-05 18:20:20
Gagasanji 20,5,Shopee Mantap,2025-04-05 18:19:56
H.bambang Supriyanto,5,Bagus,2025-04-05 18:19:53
astrid yf,2,"saya user dan seller, sedih banget pas tau driver dpt orderan anter banyak tapi ongkos klo disatuin semua orderan cuma dpt 1 ongkos dari yg terjauh aja (mending klo bgtu tapi jarang), 1:3 bahkan 1:4 itu mah, waktu dan tenaga tidak dihitung. dzolim banget sih platform ini 👎",2025-04-05 18:19:46
ende Solo,5,shopee oke👍,2025-04-05 18:18:35
Ni putu ayu Valentina dewi,5,"Bagus, lengkap, cepat datang aku suka di shoppe",2025-04-05 18:17:44
Putri Wulandari,2,"shopee tolonglah balikin jnt,paket saya kalo pake jne lemot bgt dari tgl 3 mentok mulu dibekasi..udh bener pake jnt aja sama spx itu yg paling mantep malah jnt yg didepak anehhh..coba deh liat yg lagi viral shop biar tau customer lebih suka yg mana.",2025-04-05 18:17:21
Nindi,4,ongkir kemahalan itu doang,2025-04-05 18:17:06
Purwadi Yunan,5,"sangat berguna,dan baik,",2025-04-05 18:16:38
Deni Sunardi,5,"Barangnya banyak pilihan, mudah mencarinya pokoknya membantu banget",2025-04-05 18:16:17
Rasyid Rasyidd,5,"oke,semoga apk nya tambah top & banyak voucher nya",2025-04-05 18:15:58
RICHIE VABYANZA,5,bagus,2025-04-05 18:15:57
Nihatul Inzani,5,apk sangat bagus,2025-04-05 18:15:53
Bu Gin,5,bagus sekali mantap cocok dengan gambar,2025-04-05 18:15:26
Mia Cinta,5,bagus anti gagal dan banyak promo semua anti ongkir,2025-04-05 18:15:13
Irfan gintzz,1,Aplikasi lama kelamaan ga jelas. bekerja sama dengan penipu. ketika di tanya kejelasan. jawaban selalu sama . sedang di proses. gitu aja . ga ada tindakan sama sekali. lama lama jadi aplikasi ga jelas.,2025-04-05 18:15:12
alhadiid adiid,5,"ada sedikit bug terkait estimasi pengantaran, next bisa diperbaiki..",2025-04-05 18:13:43
Agus Parkir,5,sangat memuaskan,2025-04-05 18:13:41
Raih Gunawan,5,dari dulu selalu pake Shopee karena memuaskan bgt,2025-04-05 18:13:36
Herdu Tanto,5,mantap dan luar biasa,2025-04-05 18:13:07
fik Abadi,3,semoga menjadi yang terbaik bagi penggunax👍👍👍,2025-04-05 18:12:37
Riki Agustiawan,5,halo shopee saya merasa kecewa di saat saya cecout tidak bisa cod di semua pesanan and produk lainya mohon bantuannya solusinya gimna tuh .,2025-04-05 18:11:50
Syaiful Ardiansyah,5,mantaf,2025-04-05 18:11:44
Mobile Legend,5,aplikasi yang dapat membantu untuk kebutuhan sehari-hari,2025-04-05 18:10:32
Dzakia F,5,semenjak belanja di shopee saya bisa menghemat ratusan ribu untuk kebutuhan sehari-hari. Terimakasih shopee..,2025-04-05 18:10:12
Dede Gustaman,5,god online shop shopee,2025-04-05 18:09:19
Sabar Subur,5,sangat puas blenja di sini,2025-04-05 18:09:05
nining lestari,5,oke,2025-04-05 18:08:45
much rohim,5,shopee sangat membantu untuk belanja online,2025-04-05 18:08:05
baimz belvaz,5,bagus,2025-04-05 18:08:03
Akhi Kurniawan,5,"mudah2an para penjua selalu amanah dan jujur, selama ini saya belanja selalu pas sesuai pesanan....tetumakasih!",2025-04-05 18:08:00
Aly Jegil,3,kenapa gak bisa lagi ambil ditempat,2025-04-05 18:07:13
Dimas Mauli putra,5,terima kasih,2025-04-05 18:06:58
Ae Len,5,"pengiriman cepat tapi masih bingung, karena selalu harus beli 1 pc tidak boleh lebih.",2025-04-05 18:06:58
Zahra Aulia,5,aplkasi nya baguss,2025-04-05 18:06:57
Daldiri,5,"bermanfaat, memudahkan",2025-04-05 18:06:47
Ndak. Og,5,diskonnya banyakinnn!!!!!,2025-04-05 18:05:29
Abdul Maman,3,kurirnya tidak baik,2025-04-05 18:05:25
Marsin Ajah,5,mantap,2025-04-05 18:05:12
Sukip Amrozi,2,baik,2025-04-05 18:04:59
Tri Yanto,5,is the best....,2025-04-05 18:04:39
Mr Real,5,"bagus dan terpercaya,,tidak seperti si ungu,,makin ksini makin ksana,,pengembalian dana nunggu 3hari paling cepat,,proses unggah video pakai pulsa,,pertahankan pelayananmu shoope,,",2025-04-05 18:04:14
Seno Ali,5,shopee mantap gak kecewa belanja di shopee joooos,2025-04-05 18:03:38
Anzy Suherman,5,"Barangnya sesuai dengan pesanan dan tidak ada yg cacat, bagus dan baik semuanya, twrima kkasih Seller dan curriernya yg baik.",2025-04-05 18:03:28
Juliana Simanjuntak,1,Kenapa Aplikasi ini Sudah Gak Ada COD nya Lagi? Awalnya Saya Pengguna Aplikasi ini Tapi Skrg Gak Lagi. Semenjak Gak Ada COD nya Lagi.,2025-04-05 18:03:24
Nizam Pratama (Nizam),5,baik,2025-04-05 18:03:18
sigit fitrianto,4,ok,2025-04-05 18:03:14
Queenza Rohmana,5,"aplikasi shopee sangat lahh baguss ,murah',hargaa pun terjangkau",2025-04-05 18:03:09
Faizal Isman,1,sekarang suka lemot pengiriman pakai spx tgl pengiriman udah pasti mesti di mundur jadi 3 hari sampai 4-5 harian kurang memuaskan layanan spx,2025-04-05 18:02:48
Rizqa Sarah,5,belanja cepat dan mudah,2025-04-05 18:01:22
AD Ryan,5,expedisi ya 👍,2025-04-05 18:01:13
Arrasyeed Syahid al Mansur,5,bisa belanja👍,2025-04-05 18:01:09
Ari Wibowo,5,good job,2025-04-05 17:59:35
Fariza M,5,bagus,2025-04-05 17:59:24
Irul Garel,5,mantul,2025-04-05 17:59:23
Aulia Tussafira,5,"bagus bangettt murah murah di apk ini dan banyak sekali voucher"" nya",2025-04-05 17:59:13
Damar,5,👌,2025-04-05 17:58:30
MORGANTUS,3,bagus,2025-04-05 17:58:05
Aminah Zahroh,5,I Love shopee,2025-04-05 17:58:02
Jaya Karjaya,5,okelah harga sesuai produk(kualitas),2025-04-05 17:57:51
Aridj,5,Keren,2025-04-05 17:57:05
crooss gene,4,pengiriman lama,2025-04-05 17:56:59
Waruwu 1985,5,sangat mudah untuk di gunakan,2025-04-05 17:56:49
nurul huda,5,Entah masalahnya.apa setiap.mau bayar lewat seabank selalu download dulu jafdi harus ke playstor lagi buat nyelesaiin doownload. baru bisa bayat.,2025-04-05 17:55:28
Veddy Weddyan,5,Alhamdulillah barang bagus murah ada discount T.O.P,2025-04-05 17:52:45
Benu Belu,2,lemot,2025-04-05 17:52:32
kohari ari,5,semoga jaya selalu,2025-04-05 17:52:16
Agusprastyo,5,bagus,2025-04-05 17:51:42
Herlina Lina,5,belanja online dengan mudah hanya di shopee,2025-04-05 17:51:13
Kutu Busuk,5,"baik, bagus, saya suka 👍❤️👏",2025-04-05 17:51:09
Hasan Mustofa,5,keren dah,2025-04-05 17:51:03
Teguh Prayudha Putra,1,retur barang yg harga diatas 1jt pasti proses nya lambat udah seminggu lebih dana belum dikembalikan! ngatasin masalah begitu aja ga kelar2 lama banget! pikir2 lagi yg mau belanja di aplikasi oren ini.,2025-04-05 17:51:00
Nuraeni Nuraeni,5,barang nya bagus kurir nya baik,2025-04-05 17:50:25
Ana Kolong,5,sangat membantu,2025-04-05 17:50:09
Siti Sumaiyah,5,bagus untuk pesanan,2025-04-05 17:49:17
Ishak Juarsa,5,Kiriman barang selalu pas waktu dan barang sesuai dgn pesanan,2025-04-05 17:48:56
Reino MHD,5,bagus,2025-04-05 17:48:51
Tommy,1,PENGIRIMAN LELET ✓ PENGIRIMAN CEPAT J&T ✓,2025-04-05 17:48:11
Kiky Amalia,1,"jadi affilied shopee komisi nya masyaallah sekarang mlah kebanyakan gda komisi nya , noL .. hati2 yang ada pada pindah kelain hati",2025-04-05 17:47:44
Joe Virgo,5,mantap,2025-04-05 17:47:02
Alim Derrell,5,pelayanan yang bagus,2025-04-05 17:46:05
sugeng winar,5,good 👍🏼,2025-04-05 17:44:56
Maya Zoelkarnaen,5,semua yg dibutuhkan tinggal klik shopee,2025-04-05 17:44:14
Adit Pratama,4,ya barang sesuai,2025-04-05 17:43:56
Tasya Gulo,5,bagus,2025-04-05 17:43:52
Ayung Jibril,5,mantap pelayanan cepat dan akurat,2025-04-05 17:43:50
Rioprsb 33,5,oke,2025-04-05 17:43:24
Ahmad Syarifudin,4,lumayan,2025-04-05 17:43:02
Aulia Rahmadhan,5,aplikasi ini bagus,2025-04-05 17:42:41
Teri تيري هيرمان توليك Ahmad,5,amana,2025-04-05 17:42:35
arief raga23,5,"aplikasinya sudah mantap, cuma dari pihak pengantaran tdk sebaik JNE atau JNT, soalnya pihak pengantaran yg skrg buruk Skali, masa barang tiba2 gagal atau d retur tanpa alasan yg jelas🤔",2025-04-05 17:42:24
Rudisantoso Santoso,5,selalu ada bonus gratis ongkir...saya suka....,2025-04-05 17:42:22
Singgih Adhitya,5,bagus,2025-04-06 09:56:11
eka Suripno254,5,shopi aku banget..,2025-04-06 09:56:06
Hidayat Dayat,5,"Penangan masalah yang terjadi,cepat dan santun,trimakasih..",2025-04-06 09:55:31
dedy setiadi,5,Selalu puas belanja di shopee,2025-04-06 09:54:37
Korobi,1,"akun paylater di nonaktifkan, ga jelas alasannya apa. padahal pakai bertahun tahun Skrang ga bisa d gunakan",2025-04-06 09:54:31
HONDA INTERNUSA TANJUNG BUNGA MAKASAR,5,mantap segala sesuatu paling lengkap disini,2025-04-06 09:53:59
Ihsan Paggama,5,bintang 5vuntuk shopee,2025-04-06 09:53:41
Eligius Rafael Clement,5,ok,2025-04-06 09:53:41
M Finza Syathir A,2,"payah mesin capit ga beres, ngabisin waktu, ngabisin koin",2025-04-06 09:52:46
zihrul fauzi,5,mantap,2025-04-06 09:52:44
Tomi Rb,5,bagus,2025-04-06 09:52:41
H A F I G I,1,"J&t malah di keluarin, saya sebagai seller, kecewa berat",2025-04-06 09:52:23
Isty Iwan,5,tepat waktu amanah,2025-04-06 09:51:35
Kamal Akhyar,5,mantap,2025-04-06 09:46:36
eliz halik,5,always okay shopee,2025-04-06 09:45:55
dhie 666,1,hapus aja opsi shopeefood...,2025-04-06 09:45:24
Bayu Aji,5,"Sangat membantu dikala malas belanja kepasar,semua barang ada di aplikasi ini, untuk menjelajah pasar se-Indonesia cukup pakai shoope.saran kepada shoope ada toko bayangan majang di shoope tapi penipu.",2025-04-06 09:44:52
Indah Listyani,5,ok dehh,2025-04-06 09:44:38
Dicky Fatahilah,1,"Sudah dua kali saya pesan Miss route , giliran ngerefund uang lama proses nya",2025-04-06 09:44:03
heryan Anto,5,tetaplah amanah,2025-04-06 09:43:25
Nandir Ae,4,kecewa jasa kirim j&t.nya dihapus.. soalanya kalo didesa yang sampai tujuan cuma j&t.,2025-04-06 09:43:06
Fahmi 123,5,mantap,2025-04-06 09:42:06
Sabda Pesona indonesia,5,Good,2025-04-06 09:41:57
supriyadi dedi,5,Sopee mantap akses dan transaksi belanjanya mudah,2025-04-06 09:40:55
Ayla Rilia,5,keren aja semua fitur bisa mempermudah kita dan banyak banget voucher discount nya apalagi ada shopèefood jadi gaperna pusing lagi mikirin harga kemahalan goodjob,2025-04-06 09:40:04
Nurul Rohman99,5,lumayan,2025-04-06 09:39:20
Ari Untung,1,sangat cocok,2025-04-06 09:38:12
Murita Rita,5,saya sangat puassss sekali dengan shoope,2025-04-06 09:37:42
Meysi Nurarhan ze,1,"pokoknya nggk"" lagi belanja dishope, pengembalian di persulit ditolak mulu, bukti padahal sudah jelas masih ditolak, tolong diperiksa matanya admin shope yang min itu, jangan karena min semua coustemer yang mengalamai kendala tidak ada penyelesaian nya?",2025-04-06 09:36:59
Noval,5,sangat bagus,2025-04-06 09:35:40
Ramadan Sabputra,5,sukaa bgtt sama apk inii seringg gratis ongkir pokonyaa cintaa bgttt🤍🤍🤍,2025-04-06 09:34:55
Tuty Indrianti,5,good,2025-04-06 09:34:46
ahmadroub em.,1,jasa kirim SPX lemot banget gak kayak JNT cepat,2025-04-06 09:33:37
Pande Suweca,5,"barang sesuai,pengiriman baik bisa dilacak dan pemberitahuan sebelum pengiriman.kurir top",2025-04-06 09:32:43
Zaki,1,aplikasi gak jelas setiap mau beli selalu muncul tulisan halaman tidak tersedia 😡😡,2025-04-06 09:32:34
Triono 07,5,lebih mudah belanja g ribet cukup duduk manis.bisa pilih barang yg sesuai dompet.,2025-04-06 09:31:39
Atika Atika,5,bagus aj si kl kt ku,2025-04-06 09:30:48
Heppy Wulandari,4,sangat baik,2025-04-06 09:30:30
Hardi “MUR i” Makmuri,5,banyak pilihan dan voucer,2025-04-06 09:30:12
Nurul Millatulazizah,5,good job,2025-04-06 09:29:25
Diba Nugroho,5,pelayanan memuaskan tp ada beberapa hal yg harus diperbaik,2025-04-06 09:28:59
Fiagus Panggabean18,1,"kenapa spaylater saya bermasalah terus ya, bulan Maret kemarin disuruh coba aktifkan lagi 06 April 2025. sudah saya aktifkan pas saya mau pake spaylater saya, tiba-tiba bermasalah lagi spaylater nya, di suruh bulan mei untuk mengaktifkan. tertulis di spaylater itu ""Maaf, saat ini kami tidak dapat memberikanmu pinjaman. Silakan coba lagi pada 07 Mei, 2025."" Mohon arahannya shopee🙏🙏🙏 biar jangan kecewak saya🙏",2025-04-06 09:28:39
Dyah ayu17,5,"sangat memudahkan belanja, diantar sampai rumah dan untuk penjual ramah dan amanah untuk beberapa toko, serta kurir juga ramah. ongkir bisa di sesuaikan",2025-04-06 09:28:25
afdhal Maesa,1,penyedia layanan penipuan juga banyak kebijakan buruk merugikan rame2 uninstal saja,2025-04-06 09:27:54
Ibu Juminah,5,alhamdulillah sy sangat menyukai shopee.klu ada pesanan sy yg tdk sesuai langsung ada kebijakan dri shopee....mksh shopee kedepannya semoga makin sukses dan lancar.... aminnnnn,2025-04-06 09:27:16
Rawing 888,5,memuaskan,2025-04-06 09:26:22
Aditya Virgo,2,"saat mau membuka postingan barang selalu saja tidak bisa, ""halaman tidak tersedia"". padahal jaringan full. selalu diarahkan untuk kembali kehalaman utama",2025-04-06 09:26:21
Surya Coy,1,apk GK jelas GK sesuai estimasi nya,2025-04-06 09:25:40
dio setiawan,5,"belanja mudah,murah,dan anti ribet lope u shopee😘😘",2025-04-06 09:25:19
Cahya Black,5,pokoe mantab,2025-04-06 09:23:42
Assoy 27,4,terlalu mala dalam pengiriman masak tempat belinya dekat tapi pengirimannya sampai satu minggu sih. emang gak ada solusi buat mengatasi pengiriman lama?,2025-04-06 09:22:59
Ariell Plus,5,bagus,2025-04-06 09:22:31
Uck Putra,1,pengiriman lambat kayak siput mati... masa pengiriman satu kota aja 4 hari ga sampai... jadwal keberangkatan saya jadi terlambat gara gara nungguin paket dari shopee pengiriman lewat spx....,2025-04-06 09:22:30
Iyan Arfian,5,aman & amanah belanja di shopee,2025-04-06 09:20:48
Satria Langit,3,"skrg bnyk kurir yg gk jujur. pesanan blm di terima, tpi di apl sdh di terima. padhl barang blm sampai ke tujuan.",2025-04-06 09:20:38
Eko Candra Dinata,1,Sebagai member platinum yang terbiasa pakai jnt pakai spx lama sekali sampainya payah banget asli lihat 1 bulan kalo masih lelet tutup akun mungkin opsi terbaik,2025-04-06 09:19:20
Hafiz Ansori Ansori,5,"sangat bagus,alangkah bagusnya untuk nama dishopee di profil itu tambahkan nama bapak,supaya untuk jual beli semakin lebih jelas yang memesan,terima kasih.",2025-04-06 09:15:25
Belvania Lituhayu,4,bagus,2025-04-06 09:15:04
Amanah Rufia,1,proses pengembalian barang tidak adil dan merugilan seller,2025-04-06 09:15:00
bsk dika,5,aplikasi yang sangat baguss saya suka,2025-04-06 09:14:42
Muhamad Ahyar,4,Sangat membantu kebutuhan belanja dan lainnya,2025-04-06 09:14:36
made suprapte,3,bagus sih tpi kulir nya gk rama,2025-04-06 09:14:34
Warto 123,5,bagus,2025-04-06 09:14:27
fricro wahyu,5,bagus buat tambahan belanja di shopee,2025-04-06 09:14:18
Gung Arya,5,sejauh ini bagus,2025-04-06 09:13:49
Amat Yabani,5,Shope emang luarbiasa,2025-04-06 09:13:18
Raisya Amelia,5,"suka banget belanja di shopee, selalu pas dengan pesanan, terimakasih shopee",2025-04-06 09:13:14
Heri Hardiansyah,5,ok memuaskan👍,2025-04-06 09:12:47
Gil Danil,5,"sangat membantu, karna apa yang tidak ada di daera2 terpencil bisa juga kita dapat melalui aplikasi ini.. mantap, sukses selalau",2025-04-06 09:12:31
Bapak Wawan,3,mantap Shopee,2025-04-06 09:10:50
RR Water,5,Shopee memang pas buat belanja kebutuhan serba lengkap harga murah terjangkau masyarakat Indonesia.,2025-04-06 09:10:15
Sc Om,1,"knp tiap buka langsung nyala vidio live nya, bikin lemot...",2025-04-06 09:09:26
Ine Silvia,5,keren,2025-04-06 09:09:14
Oppo Oppo,1,aplikasi ga jelas gua mesan paket pengiriman gagal jdi di batalin padahal gua mesan tu paket sblm lebaran,2025-04-06 09:09:13
Ruskandi Rus,5,sangat puas banget sangat mudah buat belanja kebutuhan keluarga maupun pribadi trimakasih shopee,2025-04-06 09:09:04
Nadia Fanesa,5,belanja lebih mudah,2025-04-06 09:07:31
